"","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots"
"189",37966,"Game # 189. 10 October 2013, Thursday, 17:00","Barys Astana","Dynamo Moscow",3,40,3,28
"190",37967,"Game # 190. 10 October 2013, Thursday, 17:00","Ugra Khanty-Mansiysk","Torpedo Nizhny Novgorod",4,22,3,28
"191",37968,"Game # 191. 10 October 2013, Thursday, 17:00","Avtomobilist Yekaterinburg","Ak Bars Kazan",2,39,2,27
"192",37969,"Game # 192. 11 October 2013, Friday, 19:00","Lokomotiv Yaroslavl","Amur Khabarovsk",0,38,0,32
"193",37970,"Game # 193. 11 October 2013, Friday, 19:00","Severstal Cherepovets","Admiral Vladivostok",4,50,4,35
"194",37971,"Game # 194. 11 October 2013, Friday, 19:30","Atlant Moscow Region","Sibir Novosibirsk Region",1,26,2,31
"195",37972,"Game # 195. 11 October 2013, Friday, 19:30","SKA Saint Petersburg","Metallurg Novokuznetsk",4,49,1,30
"196",37973,"Game # 196. 11 October 2013, Friday, 19:00","CSKA Moscow","Metallurg Magnitogorsk",1,33,1,28
"197",37974,"Game # 197. 11 October 2013, Friday, 20:00","Donbass Donetsk","Medvescak Zagreb",2,40,5,28
"198",37975,"Game # 198. 11 October 2013, Friday, 20:00","Dinamo Minsk","Spartak Moscow",3,26,1,44
"199",37976,"Game # 199. 11 October 2013, Friday, 20:30","Dinamo Riga","Neftekhimik Nizhnekamsk",2,35,1,28
"200",37977,"Game # 200. 11 October 2013, Friday, 21:00","Slovan Bratislava","Salavat Yulaev Ufa",1,34,1,31
"201",37978,"Game # 201. 11 October 2013, Friday, 21:30","Lev Prague","Traktor Chelyabinsk",7,31,2,22
"202",37979,"Game # 202. 12 October 2013, Saturday, 14:00","Avangard Omsk Region","Torpedo Nizhny Novgorod",5,34,1,22
"203",37980,"Game # 203. 12 October 2013, Saturday, 15:00","Barys Astana","Ak Bars Kazan",0,18,5,28
"204",37981,"Game # 204. 12 October 2013, Saturday, 15:00","Ugra Khanty-Mansiysk","Vityaz Moscow Region",3,21,1,32
"205",37982,"Game # 205. 12 October 2013, Saturday, 15:00","Avtomobilist Yekaterinburg","Dynamo Moscow",2,21,4,32
"206",37983,"Game # 206. 13 October 2013, Sunday, 17:00","Atlant Moscow Region","Amur Khabarovsk",1,27,1,25
"207",37984,"Game # 207. 13 October 2013, Sunday, 17:00","Lokomotiv Yaroslavl","Sibir Novosibirsk Region",1,24,1,28
"208",37985,"Game # 208. 13 October 2013, Sunday, 17:00","Severstal Cherepovets","Metallurg Novokuznetsk",5,26,2,42
"209",37986,"Game # 209. 13 October 2013, Sunday, 17:00","SKA Saint Petersburg","Admiral Vladivostok",1,45,3,20
"210",37987,"Game # 210. 13 October 2013, Sunday, 17:00","CSKA Moscow","Neftekhimik Nizhnekamsk",2,24,1,38
"211",37988,"Game # 211. 13 October 2013, Sunday, 18:30","Dinamo Minsk","Donbass Donetsk",2,29,4,38
"212",37989,"Game # 212. 13 October 2013, Sunday, 18:00","Dinamo Riga","Metallurg Magnitogorsk",3,40,2,24
"213",37990,"Game # 213. 13 October 2013, Sunday, 18:00","Slovan Bratislava","Traktor Chelyabinsk",6,35,5,22
"214",37991,"Game # 214. 13 October 2013, Sunday, 15:00","Lev Prague","Salavat Yulaev Ufa",2,30,3,16
"215",37992,"Game # 215. 13 October 2013, Sunday, 19:30","Medvescak Zagreb","Spartak Moscow",2,44,2,30
"216",37993,"Game # 216. 14 October 2013, Monday, 16:00","Avangard Omsk Region","Ak Bars Kazan",2,38,3,21
"217",37994,"Game # 217. 14 October 2013, Monday, 17:00","Barys Astana","Torpedo Nizhny Novgorod",4,31,2,36
"218",37995,"Game # 218. 14 October 2013, Monday, 17:00","Ugra Khanty-Mansiysk","Dynamo Moscow",1,26,4,32
"219",37996,"Game # 219. 14 October 2013, Monday, 17:00","Avtomobilist Yekaterinburg","Vityaz Moscow Region",1,36,1,38
"220",37997,"Game # 220. 15 October 2013, Tuesday, 21:00","Slovan Bratislava","Lev Prague",5,22,2,29
"221",37998,"Game # 221. 16 October 2013, Wednesday, 17:00","Traktor Chelyabinsk","SKA Saint Petersburg",0,23,7,37
"222",37999,"Game # 222. 16 October 2013, Wednesday, 17:00","Metallurg Magnitogorsk","Atlant Moscow Region",4,31,3,26
"223",38000,"Game # 223. 16 October 2013, Wednesday, 17:00","Salavat Yulaev Ufa","Lokomotiv Yaroslavl",3,24,1,21
"224",38001,"Game # 224. 16 October 2013, Wednesday, 19:00","Neftekhimik Nizhnekamsk","Severstal Cherepovets",1,36,2,24
"225",38002,"Game # 225. 17 October 2013, Thursday, 13:00","Admiral Vladivostok","Ugra Khanty-Mansiysk",2,34,3,31
"226",38003,"Game # 226. 17 October 2013, Thursday, 12:00","Amur Khabarovsk","Avtomobilist Yekaterinburg",3,39,5,35
"227",38004,"Game # 227. 17 October 2013, Thursday, 16:00","Metallurg Novokuznetsk","Barys Astana",3,27,5,30
"228",38005,"Game # 228. 17 October 2013, Thursday, 16:00","Sibir Novosibirsk Region","Avangard Omsk Region",2,26,1,36
"229",38006,"Game # 229. 17 October 2013, Thursday, 19:00","Ak Bars Kazan","Medvescak Zagreb",5,21,3,39
"230",38007,"Game # 230. 17 October 2013, Thursday, 19:00","Torpedo Nizhny Novgorod","Donbass Donetsk",1,28,0,25
"231",38008,"Game # 231. 17 October 2013, Thursday, 19:00","Vityaz Moscow Region","Dinamo Minsk",1,39,1,29
"232",38009,"Game # 232. 17 October 2013, Thursday, 21:30","Slovan Bratislava","Dinamo Riga",3,33,4,24
"233",38010,"Game # 233. 18 October 2013, Friday, 17:00","Traktor Chelyabinsk","Atlant Moscow Region",2,22,3,22
"234",38011,"Game # 234. 18 October 2013, Friday, 17:00","Metallurg Magnitogorsk","SKA Saint Petersburg",1,24,4,42
"235",38012,"Game # 235. 18 October 2013, Friday, 17:00","Salavat Yulaev Ufa","Severstal Cherepovets",8,34,3,27
"236",38013,"Game # 236. 18 October 2013, Friday, 19:00","Neftekhimik Nizhnekamsk","Lokomotiv Yaroslavl",1,34,2,30
"237",38014,"Game # 237. 19 October 2013, Saturday, 10:00","Admiral Vladivostok","Avtomobilist Yekaterinburg",2,30,1,40
"238",38015,"Game # 238. 19 October 2013, Saturday, 10:00","Amur Khabarovsk","Ugra Khanty-Mansiysk",4,28,2,46
"239",38016,"Game # 239. 19 October 2013, Saturday, 14:00","Metallurg Novokuznetsk","Avangard Omsk Region",4,23,3,37
"240",38017,"Game # 240. 19 October 2013, Saturday, 14:00","Sibir Novosibirsk Region","Barys Astana",2,38,3,28
"241",38018,"Game # 241. 19 October 2013, Saturday, 17:00","Ak Bars Kazan","Dinamo Minsk",5,32,1,21
"242",38019,"Game # 242. 19 October 2013, Saturday, 17:00","Torpedo Nizhny Novgorod","Spartak Moscow",3,24,4,25
"243",38020,"Game # 243. 19 October 2013, Saturday, 17:00","Vityaz Moscow Region","Donbass Donetsk",4,24,2,34
"244",38021,"Game # 244. 19 October 2013, Saturday, 17:00","Dynamo Moscow","Medvescak Zagreb",4,36,3,23
"245",38022,"Game # 245. 19 October 2013, Saturday, 19:30","Lev Prague","CSKA Moscow",1,33,2,28
"246",38023,"Game # 246. 20 October 2013, Sunday, 15:00","Traktor Chelyabinsk","Lokomotiv Yaroslavl",2,17,1,33
"247",38024,"Game # 247. 20 October 2013, Sunday, 15:00","Metallurg Magnitogorsk","Severstal Cherepovets",4,28,2,34
"248",38025,"Game # 248. 20 October 2013, Sunday, 15:00","Salavat Yulaev Ufa","SKA Saint Petersburg",4,22,2,29
"249",38026,"Game # 249. 20 October 2013, Sunday, 17:00","Neftekhimik Nizhnekamsk","Atlant Moscow Region",3,41,3,23
"250",38027,"Game # 250. 21 October 2013, Monday, 12:00","Amur Khabarovsk","Avangard Omsk Region",2,27,5,25
"251",38028,"Game # 251. 21 October 2013, Monday, 13:00","Admiral Vladivostok","Barys Astana",1,34,3,24
"252",38029,"Game # 252. 21 October 2013, Monday, 16:00","Sibir Novosibirsk Region","Avtomobilist Yekaterinburg",3,40,3,27
"253",38030,"Game # 253. 21 October 2013, Monday, 16:00","Metallurg Novokuznetsk","Ugra Khanty-Mansiysk",2,25,1,28
"254",38031,"Game # 254. 21 October 2013, Monday, 19:00","Torpedo Nizhny Novgorod","Dinamo Minsk",3,28,0,22
"255",38032,"Game # 255. 21 October 2013, Monday, 19:00","Ak Bars Kazan","Spartak Moscow",2,26,0,30
"256",38033,"Game # 256. 21 October 2013, Monday, 19:00","Vityaz Moscow Region","Medvescak Zagreb",1,22,0,32
"257",38034,"Game # 257. 21 October 2013, Monday, 19:30","Dynamo Moscow","Donbass Donetsk",1,24,2,27
"258",38035,"Game # 258. 21 October 2013, Monday, 21:00","Slovan Bratislava","CSKA Moscow",2,20,3,19
"259",38036,"Game # 259. 21 October 2013, Monday, 21:30","Lev Prague","Dinamo Riga",1,32,1,16
"260",38037,"Game # 260. 22 October 2013, Tuesday, 17:00","Traktor Chelyabinsk","Severstal Cherepovets",2,23,2,36
"261",38038,"Game # 261. 22 October 2013, Tuesday, 17:00","Metallurg Magnitogorsk","Lokomotiv Yaroslavl",1,37,1,31
"262",38039,"Game # 262. 22 October 2013, Tuesday, 17:00","Salavat Yulaev Ufa","Atlant Moscow Region",3,31,1,30
"263",38040,"Game # 263. 22 October 2013, Tuesday, 19:30","Neftekhimik Nizhnekamsk","SKA Saint Petersburg",1,31,3,34
"264",38041,"Game # 264. 23 October 2013, Wednesday, 13:00","Admiral Vladivostok","Avangard Omsk Region",4,26,1,31
"265",38042,"Game # 265. 23 October 2013, Wednesday, 12:00","Amur Khabarovsk","Barys Astana",3,26,4,33
"266",38043,"Game # 266. 23 October 2013, Wednesday, 16:00","Metallurg Novokuznetsk","Avtomobilist Yekaterinburg",1,35,3,36
"267",38044,"Game # 267. 23 October 2013, Wednesday, 16:00","Sibir Novosibirsk Region","Ugra Khanty-Mansiysk",7,45,2,29
"268",38045,"Game # 268. 23 October 2013, Wednesday, 19:00","Ak Bars Kazan","Donbass Donetsk",1,25,0,32
"269",38046,"Game # 269. 23 October 2013, Wednesday, 19:00","Torpedo Nizhny Novgorod","Medvescak Zagreb",2,34,1,24
"270",38047,"Game # 270. 23 October 2013, Wednesday, 19:30","Dynamo Moscow","Dinamo Minsk",4,33,0,24
"271",38048,"Game # 271. 23 October 2013, Wednesday, 20:30","Dinamo Riga","CSKA Moscow",4,23,3,31
"272",38049,"Game # 272. 24 October 2013, Thursday, 19:30","Spartak Moscow","Vityaz Moscow Region",3,39,2,23
"273",38050,"Game # 273. 25 October 2013, Friday, 19:00","CSKA Moscow","Atlant Moscow Region",1,24,4,23
"274",38051,"Game # 274. 26 October 2013, Saturday, 14:00","Avangard Omsk Region","Traktor Chelyabinsk",1,33,1,30
"275",38052,"Game # 275. 26 October 2013, Saturday, 15:00","Barys Astana","Metallurg Magnitogorsk",1,26,2,33
"276",38053,"Game # 276. 26 October 2013, Saturday, 15:00","Ugra Khanty-Mansiysk","Neftekhimik Nizhnekamsk",3,36,6,32
"277",38054,"Game # 277. 26 October 2013, Saturday, 15:00","Avtomobilist Yekaterinburg","Salavat Yulaev Ufa",7,38,4,29
"278",38055,"Game # 278. 26 October 2013, Saturday, 17:00","Lokomotiv Yaroslavl","Lev Prague",0,17,2,41
"279",38056,"Game # 279. 26 October 2013, Saturday, 17:00","Severstal Cherepovets","Slovan Bratislava",2,27,0,29
"280",38057,"Game # 280. 26 October 2013, Saturday, 17:30","SKA Saint Petersburg","Dinamo Riga",3,45,3,20
"281",38058,"Game # 281. 26 October 2013, Saturday, 17:00","Spartak Moscow","Admiral Vladivostok",1,18,3,30
"282",38059,"Game # 282. 26 October 2013, Saturday, 17:00","Vityaz Moscow Region","Metallurg Novokuznetsk",1,34,0,32
"283",38060,"Game # 283. 26 October 2013, Saturday, 17:00","Dynamo Moscow","Sibir Novosibirsk Region",5,31,1,24
"284",38061,"Game # 284. 25 October 2013, Friday, 20:00","Dinamo Minsk","Amur Khabarovsk",2,30,2,26
"285",38062,"Game # 285. 28 October 2013, Monday, 16:00","Avangard Omsk Region","Metallurg Magnitogorsk",2,25,5,23
"286",38063,"Game # 286. 28 October 2013, Monday, 17:00","Barys Astana","Traktor Chelyabinsk",1,33,5,24
"287",38064,"Game # 287. 28 October 2013, Monday, 17:00","Ugra Khanty-Mansiysk","Salavat Yulaev Ufa",4,28,5,35
"288",38065,"Game # 288. 28 October 2013, Monday, 17:00","Avtomobilist Yekaterinburg","Neftekhimik Nizhnekamsk",3,32,2,30
"289",38066,"Game # 289. 28 October 2013, Monday, 19:00","Lokomotiv Yaroslavl","Slovan Bratislava",2,19,1,31
"290",38067,"Game # 290. 28 October 2013, Monday, 19:00","Severstal Cherepovets","Lev Prague",2,28,1,36
"291",38068,"Game # 291. 28 October 2013, Monday, 19:30","Atlant Moscow Region","Dinamo Riga",1,24,1,25
"292",38069,"Game # 292. 28 October 2013, Monday, 19:30","SKA Saint Petersburg","CSKA Moscow",5,29,2,24
"293",38070,"Game # 293. 28 October 2013, Monday, 19:30","Spartak Moscow","Metallurg Novokuznetsk",5,29,4,29
"294",38071,"Game # 294. 28 October 2013, Monday, 19:30","Dynamo Moscow","Torpedo Nizhny Novgorod",2,23,1,29
"295",38072,"Game # 295. 28 October 2013, Monday, 21:00","Donbass Donetsk","Admiral Vladivostok",2,24,1,21
"296",38073,"Game # 296. 28 October 2013, Monday, 20:00","Dinamo Minsk","Sibir Novosibirsk Region",2,35,4,32
"297",38074,"Game # 297. 28 October 2013, Monday, 22:30","Medvescak Zagreb","Amur Khabarovsk",2,42,1,27
"298",38075,"Game # 298. 29 October 2013, Tuesday, 19:00","Ak Bars Kazan","Vityaz Moscow Region",4,42,4,30
"299",38076,"Game # 299. 30 October 2013, Wednesday, 16:00","Avangard Omsk Region","Salavat Yulaev Ufa",1,30,1,20
"300",38077,"Game # 300. 30 October 2013, Wednesday, 17:00","Barys Astana","Neftekhimik Nizhnekamsk",5,27,1,25
"301",38078,"Game # 301. 30 October 2013, Wednesday, 17:00","Ugra Khanty-Mansiysk","Metallurg Magnitogorsk",2,31,5,29
"302",38079,"Game # 302. 30 October 2013, Wednesday, 17:00","Avtomobilist Yekaterinburg","Traktor Chelyabinsk",2,21,0,28
"303",38080,"Game # 303. 30 October 2013, Wednesday, 19:00","Lokomotiv Yaroslavl","Dinamo Riga",1,27,2,17
"304",38081,"Game # 304. 30 October 2013, Wednesday, 19:00","Severstal Cherepovets","CSKA Moscow",2,27,2,27
"305",38082,"Game # 305. 30 October 2013, Wednesday, 19:30","Atlant Moscow Region","Slovan Bratislava",0,30,1,24
"306",38083,"Game # 306. 30 October 2013, Wednesday, 19:30","SKA Saint Petersburg","Lev Prague",5,35,0,30
"307",38084,"Game # 307. 30 October 2013, Wednesday, 19:30","Spartak Moscow","Sibir Novosibirsk Region",1,22,0,26
"308",38085,"Game # 308. 30 October 2013, Wednesday, 21:00","Donbass Donetsk","Amur Khabarovsk",5,27,1,37
"309",38086,"Game # 309. 30 October 2013, Wednesday, 20:00","Dinamo Minsk","Metallurg Novokuznetsk",5,39,2,25
"310",38087,"Game # 310. 30 October 2013, Wednesday, 20:30","Medvescak Zagreb","Admiral Vladivostok",2,48,2,27
"311",38088,"Game # 311. 31 October 2013, Thursday, 19:00","Ak Bars Kazan","Dynamo Moscow",3,30,2,31
"312",38089,"Game # 312. 31 October 2013, Thursday, 19:00","Torpedo Nizhny Novgorod","Vityaz Moscow Region",5,32,0,17
"313",38090,"Game # 313.  1 November 2013, Friday, 16:00","Avangard Omsk Region","Neftekhimik Nizhnekamsk",4,26,2,25
"314",38091,"Game # 314.  1 November 2013, Friday, 17:00","Barys Astana","Salavat Yulaev Ufa",3,27,2,29
"315",38092,"Game # 315.  1 November 2013, Friday, 17:00","Ugra Khanty-Mansiysk","Traktor Chelyabinsk",3,29,4,32
"316",38093,"Game # 316.  1 November 2013, Friday, 17:00","Avtomobilist Yekaterinburg","Metallurg Magnitogorsk",4,38,4,31
"317",38094,"Game # 317.  1 November 2013, Friday, 19:30","Lokomotiv Yaroslavl","CSKA Moscow",1,27,3,22
"318",38095,"Game # 318.  1 November 2013, Friday, 19:00","Severstal Cherepovets","Dinamo Riga",0,40,1,22
"319",38096,"Game # 319.  1 November 2013, Friday, 19:30","Atlant Moscow Region","Lev Prague",0,16,4,44
"320",38097,"Game # 320.  1 November 2013, Friday, 19:30","SKA Saint Petersburg","Slovan Bratislava",4,29,2,18
"321",38098,"Game # 321.  1 November 2013, Friday, 19:30","Spartak Moscow","Amur Khabarovsk",1,22,0,24
"322",38099,"Game # 322.  1 November 2013, Friday, 21:00","Donbass Donetsk","Sibir Novosibirsk Region",1,36,2,35
"323",38100,"Game # 323.  1 November 2013, Friday, 20:00","Dinamo Minsk","Admiral Vladivostok",3,27,3,26
"324",38101,"Game # 324.  1 November 2013, Friday, 22:30","Medvescak Zagreb","Metallurg Novokuznetsk",3,39,3,27
"325",38102,"Game # 325. 13 November 2013, Wednesday, 13:00","Admiral Vladivostok","Ak Bars Kazan",3,34,2,26
"326",38103,"Game # 326. 13 November 2013, Wednesday, 12:00","Amur Khabarovsk","Torpedo Nizhny Novgorod",1,38,1,30
"327",38104,"Game # 327. 13 November 2013, Wednesday, 16:00","Metallurg Novokuznetsk","Vityaz Moscow Region",0,37,2,18
"328",38105,"Game # 328. 13 November 2013, Wednesday, 16:00","Sibir Novosibirsk Region","Dynamo Moscow",1,35,0,26
"329",38106,"Game # 329. 13 November 2013, Wednesday, 17:00","Traktor Chelyabinsk","Donbass Donetsk",0,25,1,25
"330",38107,"Game # 330. 13 November 2013, Wednesday, 17:00","Metallurg Magnitogorsk","Dinamo Minsk",3,29,0,37
"331",38108,"Game # 331. 13 November 2013, Wednesday, 17:00","Salavat Yulaev Ufa","Spartak Moscow",1,32,2,23
"332",38109,"Game # 332. 13 November 2013, Wednesday, 19:00","Neftekhimik Nizhnekamsk","Medvescak Zagreb",2,29,2,35
"333",38110,"Game # 333. 13 November 2013, Wednesday, 19:30","CSKA Moscow","Avangard Omsk Region",3,26,1,28
"334",38111,"Game # 334. 13 November 2013, Wednesday, 21:30","Dinamo Riga","Barys Astana",2,27,2,30
"335",38112,"Game # 335. 13 November 2013, Wednesday, 22:00","Slovan Bratislava","Ugra Khanty-Mansiysk",2,46,2,22
"336",38113,"Game # 336. 13 November 2013, Wednesday, 22:00","Lev Prague","Avtomobilist Yekaterinburg",3,32,2,18
"337",38114,"Game # 337. 14 November 2013, Thursday, 19:00","Lokomotiv Yaroslavl","SKA Saint Petersburg",2,24,0,27
"338",38115,"Game # 338. 14 November 2013, Thursday, 19:30","Atlant Moscow Region","Severstal Cherepovets",2,32,2,33
"339",38116,"Game # 339. 15 November 2013, Friday, 13:00","Admiral Vladivostok","Torpedo Nizhny Novgorod",5,30,0,29
"340",38117,"Game # 340. 15 November 2013, Friday, 12:00","Amur Khabarovsk","Ak Bars Kazan",6,31,3,36
"341",38118,"Game # 341. 15 November 2013, Friday, 16:00","Metallurg Novokuznetsk","Dynamo Moscow",3,31,4,38
"342",38119,"Game # 342. 15 November 2013, Friday, 16:00","Sibir Novosibirsk Region","Vityaz Moscow Region",3,30,1,32
"343",38120,"Game # 343. 15 November 2013, Friday, 17:00","Traktor Chelyabinsk","Dinamo Minsk",3,27,0,38
"344",38121,"Game # 344. 15 November 2013, Friday, 17:00","Metallurg Magnitogorsk","Donbass Donetsk",2,30,1,31
"345",38122,"Game # 345. 15 November 2013, Friday, 17:00","Salavat Yulaev Ufa","Medvescak Zagreb",2,37,3,33
"346",38123,"Game # 346. 15 November 2013, Friday, 19:00","Neftekhimik Nizhnekamsk","Spartak Moscow",5,31,0,29
"347",38124,"Game # 347. 15 November 2013, Friday, 19:30","CSKA Moscow","Barys Astana",3,26,0,36
"348",38125,"Game # 348. 15 November 2013, Friday, 21:30","Dinamo Riga","Avangard Omsk Region",3,17,1,27
"349",38126,"Game # 349. 15 November 2013, Friday, 22:00","Slovan Bratislava","Avtomobilist Yekaterinburg",3,22,1,37
"350",38127,"Game # 350. 15 November 2013, Friday, 22:00","Lev Prague","Ugra Khanty-Mansiysk",2,21,1,23
"351",38128,"Game # 351. 16 November 2013, Saturday, 17:00","Atlant Moscow Region","SKA Saint Petersburg",1,22,2,22
"352",38129,"Game # 352. 16 November 2013, Saturday, 17:00","Lokomotiv Yaroslavl","Severstal Cherepovets",3,31,1,34
"353",38130,"Game # 353. 17 November 2013, Sunday, 10:00","Admiral Vladivostok","Dynamo Moscow",3,26,4,35
"354",38131,"Game # 354. 17 November 2013, Sunday, 10:00","Amur Khabarovsk","Vityaz Moscow Region",4,48,2,25
"355",38132,"Game # 355. 17 November 2013, Sunday, 14:00","Metallurg Novokuznetsk","Torpedo Nizhny Novgorod",1,30,4,35
"356",38133,"Game # 356. 17 November 2013, Sunday, 14:00","Sibir Novosibirsk Region","Ak Bars Kazan",0,48,2,21
"357",38134,"Game # 357. 17 November 2013, Sunday, 15:00","Traktor Chelyabinsk","Spartak Moscow",3,27,2,28
"358",38135,"Game # 358. 17 November 2013, Sunday, 15:00","Metallurg Magnitogorsk","Medvescak Zagreb",4,33,0,30
"359",38136,"Game # 359. 17 November 2013, Sunday, 15:00","Salavat Yulaev Ufa","Donbass Donetsk",2,25,2,30
"360",38137,"Game # 360. 17 November 2013, Sunday, 17:00","Neftekhimik Nizhnekamsk","Dinamo Minsk",5,25,2,29
"361",38138,"Game # 361. 17 November 2013, Sunday, 17:00","CSKA Moscow","Avtomobilist Yekaterinburg",2,20,1,34
"362",38139,"Game # 362. 17 November 2013, Sunday, 19:00","Dinamo Riga","Ugra Khanty-Mansiysk",4,31,3,29
"363",38140,"Game # 363. 17 November 2013, Sunday, 20:00","Slovan Bratislava","Barys Astana",2,28,6,24
"364",38141,"Game # 364. 17 November 2013, Sunday, 20:00","Lev Prague","Avangard Omsk Region",2,29,2,25
"365",38142,"Game # 365. 18 November 2013, Monday, 19:30","SKA Saint Petersburg","Lokomotiv Yaroslavl",1,24,2,18
"366",38143,"Game # 366. 19 November 2013, Tuesday, 13:00","Admiral Vladivostok","Vityaz Moscow Region",0,34,1,31
"367",38144,"Game # 367. 19 November 2013, Tuesday, 12:00","Amur Khabarovsk","Dynamo Moscow",1,34,4,37
"368",38145,"Game # 368. 19 November 2013, Tuesday, 16:00","Sibir Novosibirsk Region","Torpedo Nizhny Novgorod",3,31,1,30
"369",38146,"Game # 369. 19 November 2013, Tuesday, 16:00","Metallurg Novokuznetsk","Ak Bars Kazan",0,40,2,34
"370",38147,"Game # 370. 19 November 2013, Tuesday, 17:00","Traktor Chelyabinsk","Medvescak Zagreb",5,29,1,29
"371",38148,"Game # 371. 19 November 2013, Tuesday, 17:00","Metallurg Magnitogorsk","Spartak Moscow",3,17,2,26
"372",38149,"Game # 372. 19 November 2013, Tuesday, 17:00","Salavat Yulaev Ufa","Dinamo Minsk",5,47,2,33
"373",38150,"Game # 373. 19 November 2013, Tuesday, 19:00","Neftekhimik Nizhnekamsk","Donbass Donetsk",2,23,0,43
"374",38151,"Game # 374. 19 November 2013, Tuesday, 19:30","CSKA Moscow","Ugra Khanty-Mansiysk",3,21,4,28
"375",38152,"Game # 375. 19 November 2013, Tuesday, 21:30","Dinamo Riga","Avtomobilist Yekaterinburg",3,22,1,16
"376",38153,"Game # 376. 19 November 2013, Tuesday, 22:00","Slovan Bratislava","Avangard Omsk Region",3,26,1,32
"377",38154,"Game # 377. 19 November 2013, Tuesday, 22:00","Lev Prague","Barys Astana",2,32,3,30
